Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002687,positive regulation of leukocyte migration,19_GO:0040011 locomotion,-8.8,8.3,9.6,16289,161,170,14,8.2,2.1,14205|14456|15945|16177|16803|16854|17387|18787|19141|20296|20306|20315|55985|57266,Vegfd|Gas6|Cxcl10|Il1r1|Lbp|Lgals3|Mmp14|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Cxcl13|Cxcl14,-6.9,S3_UP
Reactome Gene Sets,6,R-MMU-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-8.8,11,10,16289,109,170,12,7.1,2,11837|16785|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-6.8,S3_UP
GO Biological Processes,19,GO:0050900,leukocyte migration,19_GO:0002376 immune system process,-8.7,6.8,9,16289,226,170,16,9.4,2.2,13479|14456|14825|15945|16803|16854|17390|20085|20296|20306|20310|20311|20315|22121|22329|55985,Dpep1|Gas6|Cxcl1|Cxcl10|Lbp|Lgals3|Mmp2|Rps19|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Rpl13a|Vcam1|Cxcl13,-6.7,S3_UP
GO Biological Processes,19,GO:0045766,positive regulation of angiogenesis,19_GO:0032502 developmental process,-8.6,7.9,9.3,16289,169,170,14,8.2,2.1,12266|14205|15251|15368|15507|16402|16854|18186|18787|23871|23892|64074|76905|100952,C3|Vegfd|Hif1a|Hmox1|Hspb1|Itga5|Lgals3|Nrp1|Serpine1|Ets1|Grem1|Smoc2|Lrg1|Emilin1,-6.6,S3_UP
GO Biological Processes,19,GO:0050729,positive regulation of inflammatory response,19_GO:0048518 positive regulation of biological process,-8.5,8.7,9.5,16289,143,170,13,7.6,2,11770|12266|13032|16193|16803|16956|18035|18787|19225|20085|23871|77125|80859,Fabp4|C3|Ctsc|Il6|Lbp|Lpl|Nfkbia|Serpine1|Ptgs2|Rps19|Ets1|Il33|Nfkbiz,-6.5,S3_UP
GO Biological Processes,19,GO:0030593,neutrophil chemotaxis,19_GO:0040011 locomotion,-8.4,16,11,16289,53,170,9,5.3,1.7,13479|14825|15945|16803|16854|20296|20310|20311|55985,Dpep1|Cxcl1|Cxcl10|Lbp|Lgals3|Ccl2|Cxcl2|Cxcl5|Cxcl13,-6.5,S3_UP
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-8.4,3.7,7.5,16289,698,170,27,16,2.8,11815|11816|12505|13874|14319|14726|15368|16193|16323|16854|16878|19225|20315|20377|20564|20656|20971|21929|22436|23892|64292|66141|66214|68713|77125|93695|235320,Apod|Apoe|Cd44|Ereg|Fth1|Pdpn|Hmox1|Il6|Inhba|Lgals3|Lif|Ptgs2|Cxcl12|Sfrp1|Slit3|Sod2|Sdc4|Tnfaip3|Xdh|Grem1|Ptges|Ifitm3|Rgcc|Ifitm1|Il33|Gpnmb|Zbtb16,-6.5,S3_UP
GO Biological Processes,19,GO:0071621,granulocyte chemotaxis,19_GO:0040011 locomotion,-8.4,13,11,16289,73,170,10,5.9,1.8,13479|14825|15945|16803|16854|20296|20306|20310|20311|55985,Dpep1|Cxcl1|Cxcl10|Lbp|Lgals3|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl13,-6.5,S3_UP
KEGG Pathway,24,mmu05146,Amoebiasis - Mus musculus (house mouse),,-8.4,11,10,16289,95,170,11,6.5,1.9,12825|12826|12827|12842|14825|15507|16177|16193|16777|18033|20310,Col3a1|Col4a1|Col4a2|Col1a1|Cxcl1|Hspb1|Il1r1|Il6|Lamb1|Nfkb1|Cxcl2,-6.5,S3_UP
GO Biological Processes,19,GO:0071677,positive regulation of mononuclear cell migration,19_GO:0040011 locomotion,-8.3,11,10,16289,96,170,11,6.5,1.9,14456|15945|16854|17387|18787|19141|20296|20306|20315|55985|57266,Gas6|Cxcl10|Lgals3|Mmp14|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Cxcl13|Cxcl14,-6.4,S3_UP
GO Biological Processes,19,GO:0019730,antimicrobial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.3,9.5,9.6,16289,121,170,12,7.1,2,14825|15945|16854|20085|20296|20306|20310|20311|20315|22041|55985|57266,Cxcl1|Cxcl10|Lgals3|Rps19|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Trf|Cxcl13|Cxcl14,-6.4,S3_UP
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-8.3,3.9,7.5,16289,613,170,25,15,2.7,11816|12505|13024|13032|14456|14726|15507|16193|16195|16803|16854|17319|17387|18595|20296|20377|20971|21929|22329|64817|77125|80859|93695|100952|235320,Apoe|Cd44|Ctla2a|Ctsc|Gas6|Pdpn|Hspb1|Il6|Il6st|Lbp|Lgals3|Mif|Mmp14|Pdgfra|Ccl2|Sfrp1|Sdc4|Tnfaip3|Vcam1|Svep1|Il33|Nfkbiz|Gpnmb|Emilin1|Zbtb16,-6.4,S3_UP
GO Biological Processes,19,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.3,11,10,16289,97,170,11,6.5,1.9,14825|15945|16854|20085|20296|20306|20310|20311|20315|55985|57266,Cxcl1|Cxcl10|Lgals3|Rps19|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13|Cxcl14,-6.4,S3_UP
GO Biological Processes,19,GO:0002690,positive regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-8.2,11,9.9,16289,98,170,11,6.5,1.9,14205|14456|15945|16803|18787|19141|20296|20306|20315|55985|57266,Vegfd|Gas6|Cxcl10|Lbp|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Cxcl13|Cxcl14,-6.3,S3_UP
WikiPathways,27,WP3632,Lung fibrosis,,-8.1,15,11,16289,58,170,9,5.3,1.7,12985|14178|15368|16193|17390|19288|20296|20310|21857,Csf3|Fgf7|Hmox1|Il6|Mmp2|Ptx3|Ccl2|Cxcl2|Timp1,-6.2,S3_UP
KEGG Pathway,24,mmu04933,AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),,-8.1,10,9.8,16289,101,170,11,6.5,1.9,12825|12826|12827|12842|14205|16193|17390|18033|18787|20296|22329,Col3a1|Col4a1|Col4a2|Col1a1|Vegfd|Il6|Mmp2|Nfkb1|Serpine1|Ccl2|Vcam1,-6.2,S3_UP
GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-8,4.7,7.7,16289,410,170,20,12,2.5,12505|13032|13038|15251|15368|15507|15937|16323|16854|17319|17390|18186|18453|18787|19225|20315|20377|20656|21929|66168,Cd44|Ctsc|Ctsk|Hif1a|Hmox1|Hspb1|Ier3|Inhba|Lgals3|Mif|Mmp2|Nrp1|P4hb|Serpine1|Ptgs2|Cxcl12|Sfrp1|Sod2|Tnfaip3|Grina,-6.1,S3_UP
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-8,5.2,8,16289,330,170,18,11,2.4,12826|12827|13819|13874|14205|15251|15368|16402|17390|18186|18595|18787|19225|20296|20315|21928|23892|57875,Col4a1|Col4a2|Epas1|Ereg|Vegfd|Hif1a|Hmox1|Itga5|Mmp2|Nrp1|Pdgfra|Serpine1|Ptgs2|Ccl2|Cxcl12|Tnfaip2|Grem1|Angptl4,-6.1,S3_UP
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-7.9,4,7.4,16289,549,170,23,14,2.6,11816|12825|12826|12827|12842|13819|13874|14205|15251|15368|16402|16948|16971|17390|18186|18595|18787|19225|20296|20315|21928|23892|57875,Apoe|Col3a1|Col4a1|Col4a2|Col1a1|Epas1|Ereg|Vegfd|Hif1a|Hmox1|Itga5|Lox|Lrp1|Mmp2|Nrp1|Pdgfra|Serpine1|Ptgs2|Ccl2|Cxcl12|Tnfaip2|Grem1|Angptl4,-6.1,S3_UP
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-7.8,6.4,8.3,16289,226,170,15,8.8,2.2,11815|12842|14726|14758|16402|16971|17387|18186|18453|18787|20971|23892|26921|64074|100952,Apod|Col1a1|Pdpn|Gpm6b|Itga5|Lrp1|Mmp14|Nrp1|P4hb|Serpine1|Sdc4|Grem1|Map4k4|Smoc2|Emilin1,-6,S3_UP
GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,19_GO:0048519 negative regulation of biological process,-7.7,5.4,7.9,16289,302,170,17,10,2.3,11815|12505|12842|15507|16777|16854|16971|17387|17390|18787|20315|20971|21923|21929|66214|93695|223881,Apod|Cd44|Col1a1|Hspb1|Lamb1|Lgals3|Lrp1|Mmp14|Mmp2|Serpine1|Cxcl12|Sdc4|Tnc|Tnfaip3|Rgcc|Gpnmb|Rnd1,-6,S3_UP
Reactome Gene Sets,6,R-MMU-2022090,Assembly of collagen fibrils and other multimeric structures,,-7.7,17,11,16289,45,170,8,4.7,1.6,12825|12826|12827|12832|12842|13030|16948|17392,Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Ctsb|Lox|Mmp3,-6,S3_UP
GO Biological Processes,19,GO:0090594,inflammatory response to wounding,19_GO:0050896 response to stimulus,-7.7,32,13,16289,18,170,6,3.5,1.4,12505|15251|15368|16193|21857|80859,Cd44|Hif1a|Hmox1|Il6|Timp1|Nfkbiz,-5.9,S3_UP
GO Biological Processes,19,GO:1990266,neutrophil migration,19_GO:0002376 immune system process,-7.5,13,10,16289,67,170,9,5.3,1.7,13479|14825|15945|16803|16854|20296|20310|20311|55985,Dpep1|Cxcl1|Cxcl10|Lbp|Lgals3|Ccl2|Cxcl2|Cxcl5|Cxcl13,-5.8,S3_UP
GO Biological Processes,19,GO:0097530,granulocyte migration,19_GO:0002376 immune system process,-7.5,11,9.4,16289,90,170,10,5.9,1.8,13479|14825|15945|16803|16854|20296|20306|20310|20311|55985,Dpep1|Cxcl1|Cxcl10|Lbp|Lgals3|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl13,-5.8,S3_UP
GO Biological Processes,19,GO:0010632,regulation of epithelial cell migration,19_GO:0040011 locomotion,-7.4,5.9,7.9,16289,242,170,15,8.8,2.2,11816|14178|15251|15368|15507|16819|18186|18787|19141|19225|23871|26921|55985|64074|66214,Apoe|Fgf7|Hif1a|Hmox1|Hspb1|Lcn2|Nrp1|Serpine1|Lgmn|Ptgs2|Ets1|Map4k4|Cxcl13|Smoc2|Rgcc,-5.7,S3_UP
GO Biological Processes,19,GO:0006826,iron ion transport,19_GO:0051179 localization,-7.4,16,11,16289,49,170,8,4.7,1.6,12870|14319|15251|16819|22041|71145|117167|213053,Cp|Fth1|Hif1a|Lcn2|Trf|Scara5|Steap4|Slc39a14,-5.7,S3_UP
GO Biological Processes,19,GO:1990869,cellular response to chemokine,19_GO:0050896 response to stimulus,-7.4,12,9.8,16289,69,170,9,5.3,1.7,14825|15945|16948|20296|20306|20310|20311|20315|55985,Cxcl1|Cxcl10|Lox|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13,-5.7,S3_UP
GO Biological Processes,19,GO:1990868,response to chemokine,19_GO:0050896 response to stimulus,-7.4,12,9.8,16289,69,170,9,5.3,1.7,14825|15945|16948|20296|20306|20310|20311|20315|55985,Cxcl1|Cxcl10|Lox|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13,-5.7,S3_UP
Reactome Gene Sets,6,R-MMU-1474290,Collagen formation,,-7.4,12,9.8,16289,69,170,9,5.3,1.7,12825|12826|12827|12832|12842|13030|16948|17392|18453,Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Ctsb|Lox|Mmp3|P4hb,-5.7,S3_UP
GO Biological Processes,19,GO:0040013,negative regulation of locomotion,19_GO:0040011 locomotion,-7.2,5,7.5,16289,328,170,17,10,2.3,11815|11816|12825|13479|16971|17319|18186|18787|20315|20377|21857|23892|55985|66214|68713|77125|100952,Apod|Apoe|Col3a1|Dpep1|Lrp1|Mif|Nrp1|Serpine1|Cxcl12|Sfrp1|Timp1|Grem1|Cxcl13|Rgcc|Ifitm1|Il33|Emilin1,-5.5,S3_UP
GO Biological Processes,19,GO:0071222,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.1,6.7,8,16289,186,170,13,7.6,2,14825|15945|16193|16803|18033|18035|18787|20296|20310|20311|21929|55985|80859,Cxcl1|Cxcl10|Il6|Lbp|Nfkb1|Nfkbia|Serpine1|Ccl2|Cxcl2|Cxcl5|Tnfaip3|Cxcl13|Nfkbiz,-5.4,S3_UP
Reactome Gene Sets,6,R-MMU-72766,Translation,,-7.1,6.1,7.8,16289,221,170,14,8.2,2.1,11837|16785|18458|19951|20084|20085|22121|55949|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Pabpc1|Rpl32|Rps18|Rps19|Rpl13a|Eef1b2|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-5.4,S3_UP
GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-7,4.3,7,16289,425,170,19,11,2.4,12505|12985|13024|14456|15251|15507|16193|16323|16878|16948|17387|18035|19659|20377|23871|65963|66058|80859|235320,Cd44|Csf3|Ctla2a|Gas6|Hif1a|Hspb1|Il6|Inhba|Lif|Lox|Mmp14|Nfkbia|Rbp1|Sfrp1|Ets1|Tmem176b|Tmem176a|Nfkbiz|Zbtb16,-5.3,S3_UP
GO Biological Processes,19,GO:0030336,negative regulation of cell migration,19_GO:0040011 locomotion,-6.9,5.1,7.3,16289,303,170,16,9.4,2.2,11815|11816|12825|13479|16971|17319|18787|20315|20377|21857|23892|55985|66214|68713|77125|100952,Apod|Apoe|Col3a1|Dpep1|Lrp1|Mif|Serpine1|Cxcl12|Sfrp1|Timp1|Grem1|Cxcl13|Rgcc|Ifitm1|Il33|Emilin1,-5.3,S3_UP
GO Biological Processes,19,GO:0010634,positive regulation of epithelial cell migration,19_GO:0040011 locomotion,-6.9,7.1,8,16289,162,170,12,7.1,2,14178|15251|15368|15507|16819|18186|18787|19141|19225|23871|26921|64074,Fgf7|Hif1a|Hmox1|Hspb1|Lcn2|Nrp1|Serpine1|Lgmn|Ptgs2|Ets1|Map4k4|Smoc2,-5.2,S3_UP
GO Biological Processes,19,GO:0071219,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.8,6.4,7.7,16289,196,170,13,7.6,2,14825|15945|16193|16803|18033|18035|18787|20296|20310|20311|21929|55985|80859,Cxcl1|Cxcl10|Il6|Lbp|Nfkb1|Nfkbia|Serpine1|Ccl2|Cxcl2|Cxcl5|Tnfaip3|Cxcl13|Nfkbiz,-5.2,S3_UP
KEGG Pathway,24,mmu04064,NF-kappa B signaling pathway - Mus musculus (house mouse),,-6.8,9.1,8.6,16289,105,170,10,5.9,1.8,14825|16177|16803|18033|18035|19225|20310|20315|21929|22329,Cxcl1|Il1r1|Lbp|Nfkb1|Nfkbia|Ptgs2|Cxcl2|Cxcl12|Tnfaip3|Vcam1,-5.2,S3_UP
KEGG Pathway,24,mmu05323,Rheumatoid arthritis - Mus musculus (house mouse),,-6.8,11,8.9,16289,81,170,9,5.3,1.7,13038|14825|16156|16193|17392|20296|20310|20311|20315,Ctsk|Cxcl1|Il11|Il6|Mmp3|Ccl2|Cxcl2|Cxcl5|Cxcl12,-5.2,S3_UP
GO Biological Processes,19,GO:0070098,chemokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-6.8,13,9.5,16289,59,170,8,4.7,1.6,14825|15945|20296|20306|20310|20311|20315|55985,Cxcl1|Cxcl10|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13,-5.2,S3_UP
GO Biological Processes,19,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-6.7,6.9,7.9,16289,167,170,12,7.1,2,12505|12985|14178|16156|16193|16195|16402|16878|17319|18186|18595|23892,Cd44|Csf3|Fgf7|Il11|Il6|Il6st|Itga5|Lif|Mif|Nrp1|Pdgfra|Grem1,-5.1,S3_UP
GO Biological Processes,19,GO:0010712,regulation of collagen metabolic process,19_GO:0008152 metabolic process,-6.7,13,9.4,16289,60,170,8,4.7,1.6,16193|16323|18787|20296|54683|66214|76293|100952,Il6|Inhba|Serpine1|Ccl2|Prdx5|Rgcc|Mfap4|Emilin1,-5.1,S3_UP
GO Biological Processes,19,GO:2000146,negative regulation of cell motility,19_GO:0040011 locomotion,-6.7,4.9,7.1,16289,315,170,16,9.4,2.2,11815|11816|12825|13479|16971|17319|18787|20315|20377|21857|23892|55985|66214|68713|77125|100952,Apod|Apoe|Col3a1|Dpep1|Lrp1|Mif|Serpine1|Cxcl12|Sfrp1|Timp1|Grem1|Cxcl13|Rgcc|Ifitm1|Il33|Emilin1,-5.1,S3_UP
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-6.7,3.9,6.7,16289,492,170,20,12,2.5,12505|14726|16193|16195|16402|16777|16878|18186|18453|20296|20315|20971|22329|23871|26921|55985|64074|80859|100952|235320,Cd44|Pdpn|Il6|Il6st|Itga5|Lamb1|Lif|Nrp1|P4hb|Ccl2|Cxcl12|Sdc4|Vcam1|Ets1|Map4k4|Cxcl13|Smoc2|Nfkbiz|Emilin1|Zbtb16,-5.1,S3_UP
GO Biological Processes,19,GO:0010594,regulation of endothelial cell migration,19_GO:0040011 locomotion,-6.7,6.8,7.8,16289,170,170,12,7.1,2,11816|15251|15368|15507|16819|18186|19141|19225|23871|55985|64074|66214,Apoe|Hif1a|Hmox1|Hspb1|Lcn2|Nrp1|Lgmn|Ptgs2|Ets1|Cxcl13|Smoc2|Rgcc,-5.1,S3_UP
WikiPathways,27,WP2292,Chemokine signaling pathway,,-6.7,6.8,7.8,16289,170,170,12,7.1,2,14701|14825|15945|18033|18035|20296|20306|20310|20311|20315|55985|57266,Gng12|Cxcl1|Cxcl10|Nfkb1|Nfkbia|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13|Cxcl14,-5.1,S3_UP
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-6.6,5.6,7.3,16289,241,170,14,8.2,2.1,12505|15251|15368|15507|15937|16854|17319|18186|18787|19225|20315|20656|21929|66168,Cd44|Hif1a|Hmox1|Hspb1|Ier3|Lgals3|Mif|Nrp1|Serpine1|Ptgs2|Cxcl12|Sod2|Tnfaip3|Grina,-5,S3_UP
GO Biological Processes,19,GO:0006879,intracellular iron ion homeostasis,19_GO:0042592 homeostatic process,-6.6,12,9.2,16289,62,170,8,4.7,1.6,12870|14319|15251|15368|22041|71145|117167|213053,Cp|Fth1|Hif1a|Hmox1|Trf|Scara5|Steap4|Slc39a14,-5,S3_UP
Reactome Gene Sets,6,R-MMU-8868773,rRNA processing in the nucleus and cytosol,,-6.6,6.7,7.7,16289,172,170,12,7.1,2,11837|16785|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-5,S3_UP
Reactome Gene Sets,6,R-MMU-72312,rRNA processing,,-6.6,6.7,7.7,16289,172,170,12,7.1,2,11837|16785|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-5,S3_UP
Reactome Gene Sets,6,R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-6.6,6.7,7.7,16289,172,170,12,7.1,2,11837|16785|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-5,S3_UP
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.6,5.1,7.1,16289,282,170,15,8.8,2.2,14825|15945|16193|16803|18033|18035|18787|19225|20296|20310|20311|21929|22121|55985|80859,Cxcl1|Cxcl10|Il6|Lbp|Nfkb1|Nfkbia|Serpine1|Ptgs2|Ccl2|Cxcl2|Cxcl5|Tnfaip3|Rpl13a|Cxcl13|Nfkbiz,-5,S3_UP
GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,19_GO:0065007 biological regulation,-6.5,3.8,6.6,16289,501,170,20,12,2.5,11770|11816|12505|13479|14456|15507|18033|18787|19225|19288|20377|20715|20716|20717|21857|21929|54683|57875|213053|238393,Fabp4|Apoe|Cd44|Dpep1|Gas6|Hspb1|Nfkb1|Serpine1|Ptgs2|Ptx3|Sfrp1|Serpina3g|Serpina3n|Serpina3m|Timp1|Tnfaip3|Prdx5|Angptl4|Slc39a14|Serpina3f,-5,S3_UP
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-6.5,4.2,6.7,16289,412,170,18,11,2.4,12505|12825|12827|14178|14205|14313|14456|15507|16193|18033|18186|18595|18787|19141|20296|20377|55985|80859,Cd44|Col3a1|Col4a2|Fgf7|Vegfd|Fst|Gas6|Hspb1|Il6|Nfkb1|Nrp1|Pdgfra|Serpine1|Lgmn|Ccl2|Sfrp1|Cxcl13|Nfkbiz,-4.9,S3_UP
GO Biological Processes,19,GO:0051893,regulation of focal adhesion assembly,19_GO:0050789 regulation of biological process,-6.5,12,9,16289,64,170,8,4.7,1.6,11815|14758|16971|17387|18186|20971|23892|26921,Apod|Gpm6b|Lrp1|Mmp14|Nrp1|Sdc4|Grem1|Map4k4,-4.9,S3_UP
GO Biological Processes,19,GO:0090109,regulation of cell-substrate junction assembly,19_GO:0050789 regulation of biological process,-6.5,12,9,16289,64,170,8,4.7,1.6,11815|14758|16971|17387|18186|20971|23892|26921,Apod|Gpm6b|Lrp1|Mmp14|Nrp1|Sdc4|Grem1|Map4k4,-4.9,S3_UP
Reactome Gene Sets,6,R-MMU-216083,Integrin cell surface interactions,,-6.4,12,9,16289,65,170,8,4.7,1.6,12505|12825|12826|12827|12832|12842|16402|21923,Cd44|Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Itga5|Tnc,-4.9,S3_UP
KEGG Pathway,24,mmu04062,Chemokine signaling pathway - Mus musculus (house mouse),,-6.4,6.4,7.5,16289,180,170,12,7.1,2,14701|14825|15945|18033|18035|20296|20306|20310|20311|20315|55985|57266,Gng12|Cxcl1|Cxcl10|Nfkb1|Nfkbia|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13|Cxcl14,-4.8,S3_UP
WikiPathways,27,WP2841,Focal adhesion PI3K Akt mTOR signaling pathway,,-6.4,4.9,6.9,16289,292,170,15,8.8,2.2,12825|12826|12827|12832|12842|12985|13819|14178|14205|14701|15251|16402|16777|18595|21923,Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Csf3|Epas1|Fgf7|Vegfd|Gng12|Hif1a|Itga5|Lamb1|Pdgfra|Tnc,-4.8,S3_UP
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-6.4,3.7,6.4,16289,515,170,20,12,2.5,11815|12505|12825|14605|15368|15507|16854|17319|20085|20315|20377|20971|21929|23892|64817|65963|66058|77125|93695|100952,Apod|Cd44|Col3a1|Tsc22d3|Hmox1|Hspb1|Lgals3|Mif|Rps19|Cxcl12|Sfrp1|Sdc4|Tnfaip3|Grem1|Svep1|Tmem176b|Tmem176a|Il33|Gpnmb|Emilin1,-4.8,S3_UP
GO Biological Processes,19,GO:0090025,regulation of monocyte chemotaxis,19_GO:0040011 locomotion,-6.3,20,10,16289,29,170,6,3.5,1.4,15945|18787|19141|20296|20315|23892,Cxcl10|Serpine1|Lgmn|Ccl2|Cxcl12|Grem1,-4.8,S3_UP
GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-6.3,5.7,7.2,16289,218,170,13,7.6,2,12825|13819|14178|14726|16878|16948|17158|17313|17387|18595|21923|22121|52076,Col3a1|Epas1|Fgf7|Pdpn|Lif|Lox|Man2a1|Mgp|Mmp14|Pdgfra|Tnc|Rpl13a|Tmem38b,-4.8,S3_UP
GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-6.3,5.7,7.1,16289,220,170,13,7.6,2,14825|15945|16193|16803|18033|18035|18787|20296|20310|20311|21929|55985|80859,Cxcl1|Cxcl10|Il6|Lbp|Nfkb1|Nfkbia|Serpine1|Ccl2|Cxcl2|Cxcl5|Tnfaip3|Cxcl13|Nfkbiz,-4.8,S3_UP
KEGG Pathway,24,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),,-6.3,6.2,7.3,16289,185,170,12,7.1,2,12266|14701|14825|14972|15251|16193|16195|18033|18035|19225|20310|78294,C3|Gng12|Cxcl1|H2-K1|Hif1a|Il6|Il6st|Nfkb1|Nfkbia|Ptgs2|Cxcl2|Rps27a,-4.7,S3_UP
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-6.3,3.5,6.3,16289,572,170,21,12,2.5,12825|12826|12827|12842|13874|14178|14205|14313|14456|15507|16195|16323|16878|16948|16971|18186|18595|20296|20377|64817|213053,Col3a1|Col4a1|Col4a2|Col1a1|Ereg|Fgf7|Vegfd|Fst|Gas6|Hspb1|Il6st|Inhba|Lif|Lox|Lrp1|Nrp1|Pdgfra|Ccl2|Sfrp1|Svep1|Slc39a14,-4.7,S3_UP
GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-6.2,5.6,7.1,16289,221,170,13,7.6,2,12825|13819|14178|14726|16878|16948|17158|17313|17387|18595|21923|22121|52076,Col3a1|Epas1|Fgf7|Pdpn|Lif|Lox|Man2a1|Mgp|Mmp14|Pdgfra|Tnc|Rpl13a|Tmem38b,-4.7,S3_UP
GO Biological Processes,19,GO:0150116,regulation of cell-substrate junction organization,19_GO:0050789 regulation of biological process,-6.2,11,8.6,16289,69,170,8,4.7,1.6,11815|14758|16971|17387|18186|20971|23892|26921,Apod|Gpm6b|Lrp1|Mmp14|Nrp1|Sdc4|Grem1|Map4k4,-4.7,S3_UP
WikiPathways,27,WP2432,Spinal cord injury,,-6.2,9.2,8.2,16289,94,170,9,5.3,1.7,12826|13003|14825|15945|16177|16193|20296|20310|20564,Col4a1|Vcan|Cxcl1|Cxcl10|Il1r1|Il6|Ccl2|Cxcl2|Slit3,-4.7,S3_UP
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-6.2,4,6.5,16289,430,170,18,11,2.4,12505|12825|12827|14178|14205|14313|14456|15507|16193|18033|18186|18595|18787|19141|20296|20377|55985|80859,Cd44|Col3a1|Col4a2|Fgf7|Vegfd|Fst|Gas6|Hspb1|Il6|Nfkb1|Nrp1|Pdgfra|Serpine1|Lgmn|Ccl2|Sfrp1|Cxcl13|Nfkbiz,-4.7,S3_UP
