Category	CategoryID	GO	Description	PARENT_GO	LogP	Enrichment	Z-score	#TotalGeneInLibrary	#GeneInGO	#GeneInHitList	#GeneInGOAndHitList	%InGO	STDV %InGO	GeneID	Hits	Log(q-value)	GeneList
GO Biological Processes	19	GO:0048008	platelet-derived growth factor receptor signaling pathway	19_GO:0050896 response to stimulus	-2.9	6.1	4.7	16230	41	325	5	1.5	0.68	16452|16948|18595|18791|19246	Jak2|Lox|Pdgfra|Plat|Ptpn1	-2.2	Pdgfra_low_UP
GO Biological Processes	19	GO:0030099	myeloid cell differentiation	19_GO:0032502 developmental process	-2.9	2.5	3.7	16230	305	325	15	4.6	1.2	11308|11820|16452|17311|18023|18795|19698|22038|24047|24108|29809|77125|109711|216161|233328	Abi1|App|Jak2|Kitl|Nfe2l1|Plcb1|Relb|Plscr1|Ccl19|Ubd|Rabgap1l|Il33|Actn1|Sbno2|Lrrk1	-2.2	Pdgfra_low_UP
GO Biological Processes	19	GO:0061077	chaperone-mediated protein folding	19_GO:0009987 cellular process	-2.9	4.9	4.4	16230	61	325	6	1.8	0.75	12304|12759|14229|14998|16149|64136	Pdia4|Clu|Fkbp5|H2-DMa|Cd74|Sdf2l1	-2.1	Pdgfra_low_UP
KEGG Pathway	24	mmu05321	Inflammatory bowel disease - Mus musculus (house mouse)		-2.9	4.9	4.4	16230	61	325	6	1.8	0.75	14960|14961|14969|14998|19883|20846	H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Rora|Stat1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0007423	sensory organ development	19_GO:0032502 developmental process	-2.9	2	3.5	16230	542	325	22	6.8	1.4	11994|12043|12167|12168|12266|12288|13078|14165|14972|14998|15040|16000|16206|16772|18595|20971|29817|29819|195727|225845|242509|270120	Pcdh15|Bcl2|Bmpr1b|Bmpr2|C3|Cacna1c|Cyp1b1|Fgf10|H2-K1|H2-DMa|H2-T23|Igf1|Lrig1|Lama1|Pdgfra|Sdc4|Igfbp7|Stau2|Nhs|Plaat3|Bnc2|Fat3	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0033674	positive regulation of kinase activity	19_GO:0048518 positive regulation of biological process	-2.9	2.2	3.6	16230	405	325	18	5.5	1.3	11308|11820|12759|14600|16000|16149|16452|16911|17311|18595|18829|19246|20971|22341|23892|24047|67468|76527	Abi1|App|Clu|Ghr|Igf1|Cd74|Jak2|Lmo4|Kitl|Pdgfra|Ccl21a|Ptpn1|Sdc4|Vegfc|Grem1|Ccl19|Mmd|Il34	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0043087	regulation of GTPase activity	19_GO:0065007 biological regulation	-2.8	2.4	3.6	16230	340	325	16	4.9	1.2	16403|18829|19414|19734|20296|20306|20307|20312|24047|55985|71310|170625|217944|218038|319939|545156	Itga6|Ccl21a|Rasa3|Rgs16|Ccl2|Ccl7|Ccl8|Cx3cl1|Ccl19|Cxcl13|Tbc1d9|Snx18|Rapgef5|Amph|Tns3|Kalrn	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0061900	glial cell activation	19_GO:0032501 multicellular organismal process	-2.8	5.9	4.6	16230	42	325	5	1.5	0.68	11820|12759|16452|20312|77125	App|Clu|Jak2|Cx3cl1|Il33	-2.1	Pdgfra_low_UP
KEGG Pathway	24	mmu04672	Intestinal immune network for IgA production - Mus musculus (house mouse)		-2.8	5.9	4.6	16230	42	325	5	1.5	0.68	14960|14961|14969|14998|24099	H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Tnfsf13b	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:1902624	positive regulation of neutrophil migration	19_GO:0040011 locomotion	-2.8	5.9	4.6	16230	42	325	5	1.5	0.68	16149|16803|18829|24047|227541	Cd74|Lbp|Ccl21a|Ccl19|Camk1d	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0048729	tissue morphogenesis	19_GO:0032502 developmental process	-2.8	2	3.4	16230	579	325	23	7.1	1.4	11426|11535|11994|12043|12168|12505|13123|14165|14178|16000|16011|16772|16911|17313|20356|20733|20971|22341|23892|72780|94109|107589|269152	Macf1|Adm|Pcdh15|Bcl2|Bmpr2|Cd44|Cyp7b1|Fgf10|Fgf7|Igf1|Igfbp5|Lama1|Lmo4|Mgp|Sema5a|Spint2|Sdc4|Vegfc|Grem1|Rspo3|Csmd1|Mylk|Kif26b	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0050829	defense response to Gram-negative bacterium	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.8	4.2	4.2	16230	84	325	7	2.2	0.81	11535|11820|12010|16803|17105|17476|60440	Adm|App|B2m|Lbp|Lyz2|Mpeg1|Iigp1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0032760	positive regulation of tumor necrosis factor production	19_GO:0048518 positive regulation of biological process	-2.8	3.7	4	16230	108	325	8	2.5	0.86	11820|12475|12759|16452|16803|20296|24047|77125	App|Cd14|Clu|Jak2|Lbp|Ccl2|Ccl19|Il33	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0006939	smooth muscle contraction	19_GO:0032501 multicellular organismal process	-2.8	4.8	4.3	16230	62	325	6	1.8	0.75	11475|12288|20541|107589|238871|240725	Acta2|Cacna1c|Slc8a1|Mylk|Pde4d|Sulf1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0042776	proton motive force-driven mitochondrial ATP synthesis	19_GO:0008152 metabolic process	-2.8	4.8	4.3	16230	62	325	6	1.8	0.75	17716|17717|17718|54405|67126|102631912	ND1|ND2|ND3|Ndufa1|Atp5e|Ndufb1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0045906	negative regulation of vasoconstriction	19_GO:0048519 negative regulation of biological process	-2.8	12	5.7	16230	12	325	3	0.92	0.53	11535|12168|20312	Adm|Bmpr2|Cx3cl1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:1902947	regulation of tau-protein kinase activity	19_GO:0008152 metabolic process	-2.8	12	5.7	16230	12	325	3	0.92	0.53	11820|12759|15234	App|Clu|Hgf	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:2000668	regulation of dendritic cell apoptotic process	19_GO:0050789 regulation of biological process	-2.8	12	5.7	16230	12	325	3	0.92	0.53	12043|18829|24047	Bcl2|Ccl21a|Ccl19	-2.1	Pdgfra_low_UP
GO Molecular Functions	21	GO:0031994	insulin-like growth factor I binding		-2.8	12	5.7	16230	12	325	3	0.92	0.53	16010|16011|16403	Igfbp4|Igfbp5|Itga6	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:2000508	regulation of dendritic cell chemotaxis	19_GO:0040011 locomotion	-2.8	12	5.7	16230	12	325	3	0.92	0.53	12317|18829|74748	Calr|Ccl21a|Slamf8	-2.1	Pdgfra_low_UP
Reactome Gene Sets	6	R-MMU-6785807	Interleukin-4 and Interleukin-13 signaling		-2.8	12	5.7	16230	12	325	3	0.92	0.53	16164|16452|22027	Il13ra1|Jak2|Hsp90b1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0010595	positive regulation of endothelial cell migration	19_GO:0040011 locomotion	-2.8	3.7	4	16230	109	325	8	2.5	0.86	12168|12317|16000|16819|20356|22341|79221|320924	Bmpr2|Calr|Igf1|Lcn2|Sema5a|Vegfc|Hdac9|Ccbe1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0042102	positive regulation of T cell proliferation	19_GO:0002376 immune system process	-2.8	3.7	4	16230	109	325	8	2.5	0.86	16000|16195|16452|17311|17973|22329|24047|24099	Igf1|Il6st|Jak2|Kitl|Nck1|Vcam1|Ccl19|Tnfsf13b	-2.1	Pdgfra_low_UP
KEGG Pathway	24	mmu05410	Hypertrophic cardiomyopathy - Mus musculus (house mouse)		-2.8	4.1	4.1	16230	85	325	7	2.2	0.81	12288|13346|16000|16403|16772|20541|109700	Cacna1c|Des|Igf1|Itga6|Lama1|Slc8a1|Itga1	-2.1	Pdgfra_low_UP
GO Cellular Components	20	GO:0097517	contractile actin filament bundle		-2.8	4.1	4.1	16230	85	325	7	2.2	0.81	11475|30794|72333|98932|107589|109711|210126	Acta2|Pdlim4|Palld|Myl9|Mylk|Actn1|Lpp	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0014015	positive regulation of gliogenesis	19_GO:0032502 developmental process	-2.8	4.1	4.1	16230	85	325	7	2.2	0.81	16000|16195|18606|20720|22341|76527|77125	Igf1|Il6st|Enpp2|Serpine2|Vegfc|Il34|Il33	-2.1	Pdgfra_low_UP
GO Cellular Components	20	GO:0001725	stress fiber		-2.8	4.1	4.1	16230	85	325	7	2.2	0.81	11475|30794|72333|98932|107589|109711|210126	Acta2|Pdlim4|Palld|Myl9|Mylk|Actn1|Lpp	-2.1	Pdgfra_low_UP
GO Cellular Components	20	GO:0032994	protein-lipid complex		-2.8	5.8	4.5	16230	43	325	5	1.5	0.68	11820|12759|15439|20210|27226	App|Clu|Hp|Saa3|Pla2g7	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0031346	positive regulation of cell projection organization	19_GO:0048518 positive regulation of biological process	-2.8	2.1	3.5	16230	444	325	19	5.8	1.3	11426|12168|12877|15234|16403|16819|17973|18606|18829|20311|20312|20356|20720|24047|29819|214459|227541|329278|545156	Macf1|Bmpr2|Cpeb1|Hgf|Itga6|Lcn2|Nck1|Enpp2|Ccl21a|Cxcl5|Cx3cl1|Sema5a|Serpine2|Ccl19|Stau2|Fnbp1l|Camk1d|Tnn|Kalrn	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0042129	regulation of T cell proliferation	19_GO:0002376 immune system process	-2.8	2.9	3.7	16230	191	325	11	3.4	1	12505|14960|16000|16195|16452|17311|17973|20971|22329|24047|24099	Cd44|H2-Aa|Igf1|Il6st|Jak2|Kitl|Nck1|Sdc4|Vcam1|Ccl19|Tnfsf13b	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0046660	female sex differentiation	19_GO:0022414 reproductive process	-2.8	3.6	4	16230	110	325	8	2.5	0.86	12043|12167|14165|14178|17311|18595|94109|238871	Bcl2|Bmpr1b|Fgf10|Fgf7|Kitl|Pdgfra|Csmd1|Pde4d	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	19_GO:0048518 positive regulation of biological process	-2.8	3.6	4	16230	110	325	8	2.5	0.86	11820|12475|12759|16452|16803|20296|24047|77125	App|Cd14|Clu|Jak2|Lbp|Ccl2|Ccl19|Il33	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0060713	labyrinthine layer morphogenesis	19_GO:0032502 developmental process	-2.8	7.7	4.9	16230	26	325	4	1.2	0.61	11535|20733|22329|72780	Adm|Spint2|Vcam1|Rspo3	-2.1	Pdgfra_low_UP
KEGG Pathway	24	mmu04217	Necroptosis - Mus musculus (house mouse)		-2.8	3.3	3.9	16230	136	325	9	2.8	0.91	11797|12043|14102|14319|15976|16452|20846|21929|77125	Birc2|Bcl2|Fas|Fth1|Ifnar2|Jak2|Stat1|Tnfaip3|Il33	-2.1	Pdgfra_low_UP
KEGG Pathway	24	mmu04658	Th1 and Th2 cell differentiation - Mus musculus (house mouse)		-2.8	4.1	4.1	16230	86	325	7	2.2	0.81	14960|14961|14969|14998|16452|18037|20846	H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Jak2|Nfkbie|Stat1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0002009	morphogenesis of an epithelium	19_GO:0032502 developmental process	-2.8	2.1	3.4	16230	480	325	20	6.2	1.3	11535|11994|12043|12505|13123|14165|14178|16000|16011|16772|16911|17313|20356|20733|20971|22341|23892|72780|94109|269152	Adm|Pcdh15|Bcl2|Cd44|Cyp7b1|Fgf10|Fgf7|Igf1|Igfbp5|Lama1|Lmo4|Mgp|Sema5a|Spint2|Sdc4|Vegfc|Grem1|Rspo3|Csmd1|Kif26b	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0070482	response to oxygen levels	19_GO:0050896 response to stimulus	-2.8	2.7	3.7	16230	221	325	12	3.7	1	11797|12043|12877|14102|16508|18791|19883|20541|20656|20657|22341|112407	Birc2|Bcl2|Cpeb1|Fas|Kcnd2|Plat|Rora|Slc8a1|Sod2|Sod3|Vegfc|Egln3	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	19_GO:0050896 response to stimulus	-2.8	2.2	3.5	16230	379	325	17	5.2	1.2	14165|14178|14600|15234|16000|16011|16452|16948|17973|18595|18791|18795|19246|20296|22341|213053|240725	Fgf10|Fgf7|Ghr|Hgf|Igf1|Igfbp5|Jak2|Lox|Nck1|Pdgfra|Plat|Plcb1|Ptpn1|Ccl2|Vegfc|Slc39a14|Sulf1	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0048286	lung alveolus development	19_GO:0032502 developmental process	-2.8	4.7	4.2	16230	64	325	6	1.8	0.75	12168|14165|16000|16011|50785|319939	Bmpr2|Fgf10|Igf1|Igfbp5|Hs6st1|Tns3	-2.1	Pdgfra_low_UP
Reactome Gene Sets	6	R-MMU-114608	Platelet degranulation		-2.8	3.6	3.9	16230	111	325	8	2.5	0.86	11820|12258|12759|15234|16000|21857|22341|109711	App|Serping1|Clu|Hgf|Igf1|Timp1|Vegfc|Actn1	-2.1	Pdgfra_low_UP
KEGG Pathway	24	mmu05165	Human papillomavirus infection - Mus musculus (house mouse)		-2.7	2.4	3.5	16230	315	325	15	4.6	1.2	14102|14964|14972|15018|15040|15976|16403|16772|20846|22031|23859|68553|109700|110557|329278	Fas|H2-D1|H2-K1|H2-Q7|H2-T23|Ifnar2|Itga6|Lama1|Stat1|Traf3|Dlg2|Col6a4|Itga1|H2-Q6|Tnn	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0061098	positive regulation of protein tyrosine kinase activity	19_GO:0048518 positive regulation of biological process	-2.7	5.7	4.4	16230	44	325	5	1.5	0.68	11308|11820|19246|23892|76527	Abi1|App|Ptpn1|Grem1|Il34	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0001562	response to protozoan	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.7	5.7	4.4	16230	44	325	5	1.5	0.68	14469|17472|60440|76074|100702	Gbp2|Gbp4|Iigp1|Gbp8|Gbp6	-2.1	Pdgfra_low_UP
Reactome Gene Sets	6	R-MMU-1793185	Chondroitin sulfate/dermatan sulfate metabolism		-2.7	5.7	4.4	16230	44	325	5	1.5	0.68	12111|15212|20969|20971|212898	Bgn|Hexb|Sdc1|Sdc4|Dse	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0050766	positive regulation of phagocytosis	19_GO:0051179 localization	-2.7	4	4	16230	87	325	7	2.2	0.81	12263|12266|12317|14962|16803|20296|227541	C2|C3|Calr|Cfb|Lbp|Ccl2|Camk1d	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0048732	gland development	19_GO:0032502 developmental process	-2.7	2.2	3.5	16230	381	325	17	5.2	1.2	12043|12505|13123|14165|14178|15234|15439|16000|16011|16452|16772|16911|18595|20656|20720|94109|545156	Bcl2|Cd44|Cyp7b1|Fgf10|Fgf7|Hgf|Hp|Igf1|Igfbp5|Jak2|Lama1|Lmo4|Pdgfra|Sod2|Serpine2|Csmd1|Kalrn	-2.1	Pdgfra_low_UP
GO Biological Processes	19	GO:0014911	positive regulation of smooth muscle cell migration	19_GO:0040011 locomotion	-2.7	4.6	4.2	16230	65	325	6	1.8	0.75	12043|13078|16000|16011|16195|238871	Bcl2|Cyp1b1|Igf1|Igfbp5|Il6st|Pde4d	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0031102	neuron projection regeneration	19_GO:0032502 developmental process	-2.7	7.4	4.8	16230	27	325	4	1.2	0.61	11535|12043|14102|16452	Adm|Bcl2|Fas|Jak2	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0033689	negative regulation of osteoblast proliferation	19_GO:0048519 negative regulation of biological process	-2.7	12	5.4	16230	13	325	3	0.92	0.53	12043|23892|329278	Bcl2|Grem1|Tnn	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:1903027	regulation of opsonization	19_GO:0002376 immune system process	-2.7	12	5.4	16230	13	325	3	0.92	0.53	12263|12266|14962	C2|C3|Cfb	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0060670	branching involved in labyrinthine layer morphogenesis	19_GO:0032502 developmental process	-2.7	12	5.4	16230	13	325	3	0.92	0.53	11535|20733|72780	Adm|Spint2|Rspo3	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:1903034	regulation of response to wounding	19_GO:0050896 response to stimulus	-2.7	3	3.7	16230	167	325	10	3.1	0.96	11475|12258|18595|18791|20296|20720|21788|77125|107589|208177	Acta2|Serping1|Pdgfra|Plat|Ccl2|Serpine2|Tfpi|Il33|Mylk|Phldb2	-2	Pdgfra_low_UP
GO Molecular Functions	21	GO:0004896	cytokine receptor activity		-2.7	3.9	4	16230	89	325	7	2.2	0.81	12505|14600|15976|16149|16164|16195|16847	Cd44|Ghr|Ifnar2|Cd74|Il13ra1|Il6st|Lepr	-2	Pdgfra_low_UP
KEGG Pathway	24	mmu05414	Dilated cardiomyopathy - Mus musculus (house mouse)		-2.7	3.9	4	16230	89	325	7	2.2	0.81	12288|13346|16000|16403|16772|20541|109700	Cacna1c|Des|Igf1|Itga6|Lama1|Slc8a1|Itga1	-2	Pdgfra_low_UP
GO Cellular Components	20	GO:0032279	asymmetric synapse		-2.7	2.1	3.4	16230	454	325	19	5.8	1.3	11308|11426|12168|12288|12877|16508|17717|20541|20965|23859|52882|64085|108155|109624|109676|210933|268566|320712|545156	Abi1|Macf1|Bmpr2|Cacna1c|Cpeb1|Kcnd2|ND2|Slc8a1|Syn2|Dlg2|Rgs7bp|Clstn2|Ogt|Cald1|Ank2|Adgrb3|Gphn|Abi3bp|Kalrn	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0050673	epithelial cell proliferation	19_GO:0009987 cellular process	-2.7	2.8	3.6	16230	197	325	11	3.4	1	12168|13123|14165|14178|15234|16000|16010|16011|20356|66222|282663	Bmpr2|Cyp7b1|Fgf10|Fgf7|Hgf|Igf1|Igfbp4|Igfbp5|Sema5a|Serpinb1a|Serpinb1b	-2	Pdgfra_low_UP
GO Molecular Functions	21	GO:0019902	phosphatase binding		-2.7	2.6	3.6	16230	227	325	12	3.7	1	12043|12288|13032|14600|19246|20846|22027|22031|23859|30794|109700|218038	Bcl2|Cacna1c|Ctsc|Ghr|Ptpn1|Stat1|Hsp90b1|Traf3|Dlg2|Pdlim4|Itga1|Amph	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0001818	negative regulation of cytokine production	19_GO:0048519 negative regulation of biological process	-2.7	2.4	3.5	16230	289	325	14	4.3	1.1	11815|15234|16000|16803|17472|19698|20312|21929|66222|73914|77125|79221|260315|282663	Apod|Hgf|Igf1|Lbp|Gbp4|Relb|Cx3cl1|Tnfaip3|Serpinb1a|Irak3|Il33|Hdac9|Nav3|Serpinb1b	-2	Pdgfra_low_UP
GO Cellular Components	20	GO:0070161	anchoring junction		-2.7	1.8	3.3	16230	707	325	26	8	1.5	11820|12168|12552|13346|16403|16452|16508|16772|17973|20541|20971|24099|30794|54519|68178|72333|75646|107589|109676|109700|109711|208177|210126|269116|319939|545370	App|Bmpr2|Cdh11|Des|Itga6|Jak2|Kcnd2|Lama1|Nck1|Slc8a1|Sdc4|Tnfsf13b|Pdlim4|Apbb1ip|Cgnl1|Palld|Rai14|Mylk|Ank2|Itga1|Actn1|Phldb2|Lpp|Nfasc|Tns3|Hmcn1	-2	Pdgfra_low_UP
Reactome Gene Sets	6	R-MMU-449147	Signaling by Interleukins		-2.7	2.5	3.5	16230	258	325	13	4	1.1	11820|12330|16164|16195|16452|16912|16913|20969|22027|73914|76527|77125|211550	App|Canx|Il13ra1|Il6st|Jak2|Psmb9|Psmb8|Sdc1|Hsp90b1|Irak3|Il34|Il33|Tifa	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0010594	regulation of endothelial cell migration	19_GO:0040011 locomotion	-2.7	3	3.7	16230	169	325	10	3.1	0.96	12168|12317|16000|16819|20356|22341|55985|58233|79221|320924	Bmpr2|Calr|Igf1|Lcn2|Sema5a|Vegfc|Cxcl13|Dnaja4|Hdac9|Ccbe1	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:1905521	regulation of macrophage migration	19_GO:0040011 locomotion	-2.7	5.4	4.3	16230	46	325	5	1.5	0.68	18829|20296|20312|74748|76527	Ccl21a|Ccl2|Cx3cl1|Slamf8|Il34	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:2000401	regulation of lymphocyte migration	19_GO:0040011 locomotion	-2.7	4.5	4.1	16230	67	325	6	1.8	0.75	11815|11820|18829|20296|20306|55985	Apod|App|Ccl21a|Ccl2|Ccl7|Cxcl13	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0015986	proton motive force-driven ATP synthesis	19_GO:0008152 metabolic process	-2.7	4.5	4.1	16230	67	325	6	1.8	0.75	17716|17717|17718|54405|67126|102631912	ND1|ND2|ND3|Ndufa1|Atp5e|Ndufb1	-2	Pdgfra_low_UP
GO Cellular Components	20	GO:0031985	Golgi cisterna		-2.7	4.5	4.1	16230	67	325	6	1.8	0.75	14964|14972|15018|17105|53322|110557	H2-D1|H2-K1|H2-Q7|Lyz2|Nucb2|H2-Q6	-2	Pdgfra_low_UP
GO Cellular Components	20	GO:0048471	perinuclear region of cytoplasm		-2.7	1.9	3.3	16230	671	325	25	7.7	1.5	11303|11815|11820|12043|12317|12759|12877|14102|14425|14469|16508|18037|18484|20296|20312|20846|22027|22038|24099|30794|109676|225845|229898|238871|545156	Abca1|Apod|App|Bcl2|Calr|Clu|Cpeb1|Fas|Galnt3|Gbp2|Kcnd2|Nfkbie|Pam|Ccl2|Cx3cl1|Stat1|Hsp90b1|Plscr1|Tnfsf13b|Pdlim4|Ank2|Plaat3|Gbp5|Pde4d|Kalrn	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0000902	cell morphogenesis	19_GO:0032502 developmental process	-2.7	1.8	3.2	16230	708	325	26	8	1.5	11308|11658|11820|11994|12043|12167|12552|12661|12759|14457|15234|16772|16911|20356|20512|20733|23892|72333|77300|80883|109700|109711|269116|270120|329278|545156	Abi1|Alcam|App|Pcdh15|Bcl2|Bmpr1b|Cdh11|Chl1|Clu|Gas7|Hgf|Lama1|Lmo4|Sema5a|Slc1a3|Spint2|Grem1|Palld|Raph1|Ntng1|Itga1|Actn1|Nfasc|Fat3|Tnn|Kalrn	-2	Pdgfra_low_UP
WikiPathways	27	WP3675	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling		-2.7	7.1	4.6	16230	28	325	4	1.2	0.61	16000|16010|16011|29817	Igf1|Igfbp4|Igfbp5|Igfbp7	-2	Pdgfra_low_UP
Reactome Gene Sets	6	R-MMU-9006934	Signaling by Receptor Tyrosine Kinases		-2.6	2.2	3.4	16230	389	325	17	5.2	1.2	11308|14165|14178|14425|15234|16000|16206|16452|17311|17973|18595|18791|19246|20733|22341|245880|319939	Abi1|Fgf10|Fgf7|Galnt3|Hgf|Igf1|Lrig1|Jak2|Kitl|Nck1|Pdgfra|Plat|Ptpn1|Spint2|Vegfc|Wasf3|Tns3	-2	Pdgfra_low_UP
Reactome Gene Sets	6	R-MMU-76005	Response to elevated platelet cytosolic Ca2+		-2.6	3.4	3.8	16230	116	325	8	2.5	0.86	11820|12258|12759|15234|16000|21857|22341|109711	App|Serping1|Clu|Hgf|Igf1|Timp1|Vegfc|Actn1	-2	Pdgfra_low_UP
KEGG Pathway	24	mmu04015	Rap1 signaling pathway - Mus musculus (house mouse)		-2.6	2.7	3.6	16230	200	325	11	3.4	1	14165|14178|14677|15234|16000|17311|18595|18795|22341|54519|217944	Fgf10|Fgf7|Gnai1|Hgf|Igf1|Kitl|Pdgfra|Plcb1|Vegfc|Apbb1ip|Rapgef5	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0000904	cell morphogenesis involved in differentiation	19_GO:0032502 developmental process	-2.6	2	3.3	16230	530	325	21	6.5	1.4	11308|11658|11820|11994|12043|12167|12552|12661|16772|16911|20356|20512|20733|72333|77300|80883|109711|269116|270120|329278|545156	Abi1|Alcam|App|Pcdh15|Bcl2|Bmpr1b|Cdh11|Chl1|Lama1|Lmo4|Sema5a|Slc1a3|Spint2|Palld|Raph1|Ntng1|Actn1|Nfasc|Fat3|Tnn|Kalrn	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:1901861	regulation of muscle tissue development	19_GO:0032502 developmental process	-2.6	5.3	4.2	16230	47	325	5	1.5	0.68	12043|16011|16948|79221|329278	Bcl2|Igfbp5|Lox|Hdac9|Tnn	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0035265	organ growth	19_GO:0040007 growth	-2.6	3.4	3.7	16230	117	325	8	2.5	0.86	12043|14165|14178|16000|16196|16847|18595|242509	Bcl2|Fgf10|Fgf7|Igf1|Il7|Lepr|Pdgfra|Bnc2	-2	Pdgfra_low_UP
GO Molecular Functions	21	GO:0016722	oxidoreductase activity, acting on metal ions		-2.6	11	5.2	16230	14	325	3	0.92	0.53	12870|14319|117167	Cp|Fth1|Steap4	-2	Pdgfra_low_UP
GO Biological Processes	19	GO:0060263	regulation of respiratory burst	19_GO:0008152 metabolic process	-2.6	11	5.2	16230	14	325	3	0.92	0.53	16803|74748|227541	Lbp|Slamf8|Camk1d	-2	Pdgfra_low_UP
Reactome Gene Sets	6	R-MMU-447115	Interleukin-12 family signaling		-2.6	11	5.2	16230	14	325	3	0.92	0.53	12330|16195|16452	Canx|Il6st|Jak2	-2	Pdgfra_low_UP
GO Molecular Functions	21	GO:0004857	enzyme inhibitor activity		-2.6	2.3	3.4	16230	326	325	15	4.6	1.2	11820|12258|12266|13014|17973|20708|20720|20723|20733|21788|21857|50766|66222|238393|282663	App|Serping1|C3|Cstb|Nck1|Serpinb6b|Serpine2|Serpinb9|Spint2|Tfpi|Timp1|Crim1|Serpinb1a|Serpina3f|Serpinb1b	-1.9	Pdgfra_low_UP
GO Cellular Components	20	GO:0031901	early endosome membrane		-2.6	3.8	3.8	16230	92	325	7	2.2	0.81	14964|14972|15018|71779|80876|110557|213053	H2-D1|H2-K1|H2-Q7|Marchf8|Ifitm2|H2-Q6|Slc39a14	-1.9	Pdgfra_low_UP
GO Biological Processes	19	GO:1901214	regulation of neuron death	19_GO:0050789 regulation of biological process	-2.6	2.2	3.4	16230	359	325	16	4.9	1.2	11820|12043|12661|12759|14102|14600|16000|16195|16452|16819|20296|20312|20656|66270|109700|112407	App|Bcl2|Chl1|Clu|Fas|Ghr|Igf1|Il6st|Jak2|Lcn2|Ccl2|Cx3cl1|Sod2|Retreg1|Itga1|Egln3	-1.9	Pdgfra_low_UP
GO Biological Processes	19	GO:0055001	muscle cell development	19_GO:0032502 developmental process	-2.6	2.9	3.6	16230	172	325	10	3.1	0.96	11535|12043|16000|16948|18595|20541|98932|109676|109711|232685	Adm|Bcl2|Igf1|Lox|Pdgfra|Slc8a1|Myl9|Ank2|Actn1|Lncpint	-1.9	Pdgfra_low_UP
GO Biological Processes	19	GO:0048010	vascular endothelial growth factor receptor signaling pathway	19_GO:0050896 response to stimulus	-2.6	6.9	4.5	16230	29	325	4	1.2	0.61	14165|20296|22341|240725	Fgf10|Ccl2|Vegfc|Sulf1	-1.9	Pdgfra_low_UP
